IdINT;Nom;date
102658;LOT_2_S   : 03/2018;19-mars-18
109314;LOT_2_S   : 03/2018;19-mars-18
100326;LOT_2_S   : 03/2018;19-mars-18
100427;LOT_2_S   : 03/2018;19-mars-18
108838;LOT_2_S   : 03/2018;19-mars-18
117295;LOT_2_S   : 03/2018;19-mars-18
123547;LOT_2_S   : 03/2018;19-mars-18
112494;LOT_2_S   : 03/2018;19-mars-18
115027;LOT_2_S   : 03/2018;19-mars-18
117185;LOT_2_S   : 03/2018;19-mars-18
119881;LOT_2_S   : 03/2018;19-mars-18
124397;LOT_2_S   : 03/2018;19-mars-18
119700;LOT_2_S   : 03/2018;19-mars-18
102520;LOT_2_S   : 03/2018;19-mars-18
113553;LOT_2_S   : 03/2018;19-mars-18
110631;LOT_2_S   : 03/2018;19-mars-18
118490;LOT_2_S   : 03/2018;19-mars-18
123620;LOT_2_S   : 03/2018;19-mars-18
125052;LOT_2_S   : 03/2018;19-mars-18
132418;LOT_2_S   : 03/2018;19-mars-18
138716;LOT_2_S   : 03/2018;19-mars-18
109942;LOT_2_S   : 03/2018;19-mars-18
125027;LOT_2_S   : 03/2018;19-mars-18
125389;LOT_2_S   : 03/2018;19-mars-18
129825;LOT_2_S   : 03/2018;19-mars-18
136885;LOT_2_S   : 03/2018;19-mars-18
133690;LOT_2_S   : 03/2018;19-mars-18
221952;LOT_2_S   : 03/2018;19-mars-18
129981;LOT_2_S   : 03/2018;19-mars-18
127361;LOT_2_S   : 03/2018;19-mars-18
136590;LOT_2_S   : 03/2018;19-mars-18
114994;LOT_2_S   : 03/2018;19-mars-18
115845;LOT_2_S   : 03/2018;19-mars-18
116357;LOT_2_S   : 03/2018;19-mars-18
121267;LOT_2_S   : 03/2018;19-mars-18
131081;LOT_2_S   : 03/2018;19-mars-18
131840;LOT_2_S   : 03/2018;19-mars-18
111187;LOT_2_S   : 03/2018;19-mars-18
124630;LOT_2_S   : 03/2018;19-mars-18
100341;LOT_2_S   : 03/2018;19-mars-18
130584;LOT_2_S   : 03/2018;19-mars-18
116601;LOT_2_S   : 03/2018;19-mars-18
114024;LOT_2_S   : 03/2018;19-mars-18
119042;LOT_2_S   : 03/2018;19-mars-18
120668;LOT_2_S   : 03/2018;19-mars-18
125816;LOT_2_S   : 03/2018;19-mars-18
136172;LOT_2_S   : 03/2018;19-mars-18
139170;LOT_2_S   : 03/2018;19-mars-18
100750;LOT_2_S   : 03/2018;19-mars-18
238741;LOT_2_S   : 03/2018;19-mars-18
311946;LOT_2_S   : 03/2018;19-mars-18
221939;LOT_2_S   : 03/2018;19-mars-18
119981;LOT_2_S   : 03/2018;19-mars-18
124821;LOT_2_S   : 03/2018;19-mars-18
124752;LOT_2_S   : 03/2018;19-mars-18
133669;LOT_2_S   : 03/2018;19-mars-18
103232;LOT_2_S   : 03/2018;19-mars-18
107110;LOT_2_S   : 03/2018;19-mars-18
112341;LOT_2_S   : 03/2018;19-mars-18
115764;LOT_2_S   : 03/2018;19-mars-18
107100;LOT_2_S   : 03/2018;19-mars-18
116364;LOT_2_S   : 03/2018;19-mars-18
117531;LOT_2_S   : 03/2018;19-mars-18
123635;LOT_2_S   : 03/2018;19-mars-18
126425;LOT_2_S   : 03/2018;19-mars-18
134796;LOT_2_S   : 03/2018;19-mars-18
114125;LOT_2_S   : 03/2018;19-mars-18
133783;LOT_2_S   : 03/2018;19-mars-18
113589;LOT_2_S   : 03/2018;19-mars-18
130460;LOT_2_S   : 03/2018;19-mars-18
130980;LOT_2_S   : 03/2018;19-mars-18
133125;LOT_2_S   : 03/2018;19-mars-18
139052;LOT_2_S   : 03/2018;19-mars-18
113114;LOT_2_S   : 03/2018;19-mars-18
121067;LOT_2_S   : 03/2018;19-mars-18
121120;LOT_2_S   : 03/2018;19-mars-18
107502;LOT_2_S   : 03/2018;19-mars-18
133360;LOT_2_S   : 03/2018;19-mars-18
116944;LOT_2_S   : 03/2018;19-mars-18
124623;LOT_2_S   : 03/2018;19-mars-18
134826;LOT_2_S   : 03/2018;19-mars-18
113313;LOT_2_S   : 03/2018;19-mars-18
123256;LOT_2_S   : 03/2018;19-mars-18
129920;LOT_2_S   : 03/2018;19-mars-18
133648;LOT_2_S   : 03/2018;19-mars-18
102835;LOT_2_S   : 03/2018;19-mars-18
104623;LOT_2_S   : 03/2018;19-mars-18
105277;LOT_2_S   : 03/2018;19-mars-18
117679;LOT_2_S   : 03/2018;19-mars-18
119264;LOT_2_S   : 03/2018;19-mars-18
124411;LOT_2_S   : 03/2018;19-mars-18
126152;LOT_2_S   : 03/2018;19-mars-18
126178;LOT_2_S   : 03/2018;19-mars-18
126641;LOT_2_S   : 03/2018;19-mars-18
110700;LOT_2_S   : 03/2018;19-mars-18
131127;LOT_2_S   : 03/2018;19-mars-18
116569;LOT_2_S   : 03/2018;19-mars-18
117466;LOT_2_S   : 03/2018;19-mars-18
117565;LOT_2_S   : 03/2018;19-mars-18
118589;LOT_2_S   : 03/2018;19-mars-18
119713;LOT_2_S   : 03/2018;19-mars-18
112304;LOT_2_S   : 03/2018;19-mars-18
