IdINT;Nom;date
100223;LOT_4_S   : 03/2018;19-mars-18
138775;LOT_4_S   : 03/2018;19-mars-18
100218;LOT_4_S   : 03/2018;19-mars-18
100163;LOT_4_S   : 03/2018;19-mars-18
121396;LOT_4_S   : 03/2018;19-mars-18
100214;LOT_4_S   : 03/2018;19-mars-18
100209;LOT_4_S   : 03/2018;19-mars-18
100205;LOT_4_S   : 03/2018;19-mars-18
100194;LOT_4_S   : 03/2018;19-mars-18
100192;LOT_4_S   : 03/2018;19-mars-18
100212;LOT_4_S   : 03/2018;19-mars-18
100334;LOT_4_S   : 03/2018;19-mars-18
100198;LOT_4_S   : 03/2018;19-mars-18
100323;LOT_4_S   : 03/2018;19-mars-18
100210;LOT_4_S   : 03/2018;19-mars-18
100170;LOT_4_S   : 03/2018;19-mars-18
100224;LOT_4_S   : 03/2018;19-mars-18
100202;LOT_4_S   : 03/2018;19-mars-18
100166;LOT_4_S   : 03/2018;19-mars-18
100234;LOT_4_S   : 03/2018;19-mars-18
100181;LOT_4_S   : 03/2018;19-mars-18
111668;LOT_4_S   : 03/2018;19-mars-18
119565;LOT_4_S   : 03/2018;19-mars-18
101024;LOT_4_S   : 03/2018;19-mars-18
125499;LOT_4_S   : 03/2018;19-mars-18
100237;LOT_4_S   : 03/2018;19-mars-18
296221;LOT_4_S   : 03/2018;19-mars-18
123285;LOT_4_S   : 03/2018;19-mars-18
221874;LOT_4_S   : 03/2018;19-mars-18
100227;LOT_4_S   : 03/2018;19-mars-18
100216;LOT_4_S   : 03/2018;19-mars-18
100190;LOT_4_S   : 03/2018;19-mars-18
102598;LOT_4_S   : 03/2018;19-mars-18
132082;LOT_4_S   : 03/2018;19-mars-18
132855;LOT_4_S   : 03/2018;19-mars-18
116425;LOT_4_S   : 03/2018;19-mars-18
100244;LOT_4_S   : 03/2018;19-mars-18
100245;LOT_4_S   : 03/2018;19-mars-18
100161;LOT_4_S   : 03/2018;19-mars-18
100165;LOT_4_S   : 03/2018;19-mars-18
133860;LOT_4_S   : 03/2018;19-mars-18
138944;LOT_4_S   : 03/2018;19-mars-18
221871;LOT_4_S   : 03/2018;19-mars-18
221872;LOT_4_S   : 03/2018;19-mars-18
102810;LOT_4_S   : 03/2018;19-mars-18
102491;LOT_4_S   : 03/2018;19-mars-18
238793;LOT_4_S   : 03/2018;19-mars-18
100263;LOT_4_S   : 03/2018;19-mars-18
100290;LOT_4_S   : 03/2018;19-mars-18
100222;LOT_4_S   : 03/2018;19-mars-18
100132;LOT_4_S   : 03/2018;19-mars-18
101197;LOT_4_S   : 03/2018;19-mars-18
101680;LOT_4_S   : 03/2018;19-mars-18
100996;LOT_4_S   : 03/2018;19-mars-18
100840;LOT_4_S   : 03/2018;19-mars-18
100129;LOT_4_S   : 03/2018;19-mars-18
100178;LOT_4_S   : 03/2018;19-mars-18
100139;LOT_4_S   : 03/2018;19-mars-18
100246;LOT_4_S   : 03/2018;19-mars-18
100233;LOT_4_S   : 03/2018;19-mars-18
100225;LOT_4_S   : 03/2018;19-mars-18
100169;LOT_4_S   : 03/2018;19-mars-18
100206;LOT_4_S   : 03/2018;19-mars-18
100230;LOT_4_S   : 03/2018;19-mars-18
100136;LOT_4_S   : 03/2018;19-mars-18
110250;LOT_4_S   : 03/2018;19-mars-18
101813;LOT_4_S   : 03/2018;19-mars-18
100197;LOT_4_S   : 03/2018;19-mars-18
107470;LOT_4_S   : 03/2018;19-mars-18
101509;LOT_4_S   : 03/2018;19-mars-18
100913;LOT_4_S   : 03/2018;19-mars-18
100160;LOT_4_S   : 03/2018;19-mars-18
100156;LOT_4_S   : 03/2018;19-mars-18
100152;LOT_4_S   : 03/2018;19-mars-18
100199;LOT_4_S   : 03/2018;19-mars-18
102606;LOT_4_S   : 03/2018;19-mars-18
100372;LOT_4_S   : 03/2018;19-mars-18
104562;LOT_4_S   : 03/2018;19-mars-18
102460;LOT_4_S   : 03/2018;19-mars-18
101021;LOT_4_S   : 03/2018;19-mars-18
100642;LOT_4_S   : 03/2018;19-mars-18
101503;LOT_4_S   : 03/2018;19-mars-18
101190;LOT_4_S   : 03/2018;19-mars-18
100195;LOT_4_S   : 03/2018;19-mars-18
101828;LOT_4_S   : 03/2018;19-mars-18
100839;LOT_4_S   : 03/2018;19-mars-18
100238;LOT_4_S   : 03/2018;19-mars-18
297007;LOT_4_S   : 03/2018;19-mars-18
102122;LOT_4_S   : 03/2018;19-mars-18
101134;LOT_4_S   : 03/2018;19-mars-18
100988;LOT_4_S   : 03/2018;19-mars-18
101870;LOT_4_S   : 03/2018;19-mars-18
100835;LOT_4_S   : 03/2018;19-mars-18
100779;LOT_4_S   : 03/2018;19-mars-18
100481;LOT_4_S   : 03/2018;19-mars-18
100179;LOT_4_S   : 03/2018;19-mars-18
102180;LOT_4_S   : 03/2018;19-mars-18
101013;LOT_4_S   : 03/2018;19-mars-18
100826;LOT_4_S   : 03/2018;19-mars-18
100219;LOT_4_S   : 03/2018;19-mars-18
222353;LOT_4_S   : 03/2018;19-mars-18
