IdINT;Nom;date
131409;LOT_2     : 03/2018;19-mars-18
116278;LOT_2     : 03/2018;19-mars-18
131167;LOT_2     : 03/2018;19-mars-18
131372;LOT_2     : 03/2018;19-mars-18
133353;LOT_2     : 03/2018;19-mars-18
136897;LOT_2     : 03/2018;19-mars-18
136970;LOT_2     : 03/2018;19-mars-18
106626;LOT_2     : 03/2018;19-mars-18
115018;LOT_2     : 03/2018;19-mars-18
128380;LOT_2     : 03/2018;19-mars-18
125785;LOT_2     : 03/2018;19-mars-18
126051;LOT_2     : 03/2018;19-mars-18
131473;LOT_2     : 03/2018;19-mars-18
133525;LOT_2     : 03/2018;19-mars-18
104823;LOT_2     : 03/2018;19-mars-18
113772;LOT_2     : 03/2018;19-mars-18
116639;LOT_2     : 03/2018;19-mars-18
123245;LOT_2     : 03/2018;19-mars-18
124987;LOT_2     : 03/2018;19-mars-18
102494;LOT_2     : 03/2018;19-mars-18
119927;LOT_2     : 03/2018;19-mars-18
104828;LOT_2     : 03/2018;19-mars-18
119888;LOT_2     : 03/2018;19-mars-18
101421;LOT_2     : 03/2018;19-mars-18
100805;LOT_2     : 03/2018;19-mars-18
101651;LOT_2     : 03/2018;19-mars-18
114033;LOT_2     : 03/2018;19-mars-18
120290;LOT_2     : 03/2018;19-mars-18
121459;LOT_2     : 03/2018;19-mars-18
123768;LOT_2     : 03/2018;19-mars-18
130366;LOT_2     : 03/2018;19-mars-18
102611;LOT_2     : 03/2018;19-mars-18
116645;LOT_2     : 03/2018;19-mars-18
128430;LOT_2     : 03/2018;19-mars-18
131102;LOT_2     : 03/2018;19-mars-18
132874;LOT_2     : 03/2018;19-mars-18
134286;LOT_2     : 03/2018;19-mars-18
134305;LOT_2     : 03/2018;19-mars-18
137902;LOT_2     : 03/2018;19-mars-18
104968;LOT_2     : 03/2018;19-mars-18
117315;LOT_2     : 03/2018;19-mars-18
126229;LOT_2     : 03/2018;19-mars-18
104829;LOT_2     : 03/2018;19-mars-18
125510;LOT_2     : 03/2018;19-mars-18
102419;LOT_2     : 03/2018;19-mars-18
100604;LOT_2     : 03/2018;19-mars-18
222301;LOT_2     : 03/2018;19-mars-18
123681;LOT_2     : 03/2018;19-mars-18
101337;LOT_2     : 03/2018;19-mars-18
112842;LOT_2     : 03/2018;19-mars-18
117514;LOT_2     : 03/2018;19-mars-18
100895;LOT_2     : 03/2018;19-mars-18
134667;LOT_2     : 03/2018;19-mars-18
101637;LOT_2     : 03/2018;19-mars-18
117254;LOT_2     : 03/2018;19-mars-18
117275;LOT_2     : 03/2018;19-mars-18
119298;LOT_2     : 03/2018;19-mars-18
134306;LOT_2     : 03/2018;19-mars-18
105896;LOT_2     : 03/2018;19-mars-18
115504;LOT_2     : 03/2018;19-mars-18
139165;LOT_2     : 03/2018;19-mars-18
116472;LOT_2     : 03/2018;19-mars-18
117877;LOT_2     : 03/2018;19-mars-18
135544;LOT_2     : 03/2018;19-mars-18
130855;LOT_2     : 03/2018;19-mars-18
134920;LOT_2     : 03/2018;19-mars-18
109687;LOT_2     : 03/2018;19-mars-18
114991;LOT_2     : 03/2018;19-mars-18
119294;LOT_2     : 03/2018;19-mars-18
127602;LOT_2     : 03/2018;19-mars-18
139215;LOT_2     : 03/2018;19-mars-18
100751;LOT_2     : 03/2018;19-mars-18
100921;LOT_2     : 03/2018;19-mars-18
138496;LOT_2     : 03/2018;19-mars-18
102310;LOT_2     : 03/2018;19-mars-18
114929;LOT_2     : 03/2018;19-mars-18
109966;LOT_2     : 03/2018;19-mars-18
115031;LOT_2     : 03/2018;19-mars-18
138450;LOT_2     : 03/2018;19-mars-18
100325;LOT_2     : 03/2018;19-mars-18
100307;LOT_2     : 03/2018;19-mars-18
311945;LOT_2     : 03/2018;19-mars-18
100598;LOT_2     : 03/2018;19-mars-18
114903;LOT_2     : 03/2018;19-mars-18
133225;LOT_2     : 03/2018;19-mars-18
107090;LOT_2     : 03/2018;19-mars-18
125508;LOT_2     : 03/2018;19-mars-18
133947;LOT_2     : 03/2018;19-mars-18
138828;LOT_2     : 03/2018;19-mars-18
125819;LOT_2     : 03/2018;19-mars-18
126619;LOT_2     : 03/2018;19-mars-18
127852;LOT_2     : 03/2018;19-mars-18
137556;LOT_2     : 03/2018;19-mars-18
139125;LOT_2     : 03/2018;19-mars-18
133071;LOT_2     : 03/2018;19-mars-18
138736;LOT_2     : 03/2018;19-mars-18
121634;LOT_2     : 03/2018;19-mars-18
119705;LOT_2     : 03/2018;19-mars-18
119897;LOT_2     : 03/2018;19-mars-18
120836;LOT_2     : 03/2018;19-mars-18
121059;LOT_2     : 03/2018;19-mars-18
119714;LOT_2     : 03/2018;19-mars-18
137095;LOT_2     : 03/2018;19-mars-18
101171;LOT_2     : 03/2018;19-mars-18
130551;LOT_2     : 03/2018;19-mars-18
119405;LOT_2     : 03/2018;19-mars-18
139166;LOT_2     : 03/2018;19-mars-18
108448;LOT_2     : 03/2018;19-mars-18
111033;LOT_2     : 03/2018;19-mars-18
113965;LOT_2     : 03/2018;19-mars-18
114344;LOT_2     : 03/2018;19-mars-18
115007;LOT_2     : 03/2018;19-mars-18
119693;LOT_2     : 03/2018;19-mars-18
119923;LOT_2     : 03/2018;19-mars-18
139132;LOT_2     : 03/2018;19-mars-18
105042;LOT_2     : 03/2018;19-mars-18
110692;LOT_2     : 03/2018;19-mars-18
124563;LOT_2     : 03/2018;19-mars-18
130342;LOT_2     : 03/2018;19-mars-18
134873;LOT_2     : 03/2018;19-mars-18
115773;LOT_2     : 03/2018;19-mars-18
136598;LOT_2     : 03/2018;19-mars-18
129746;LOT_2     : 03/2018;19-mars-18
112377;LOT_2     : 03/2018;19-mars-18
136621;LOT_2     : 03/2018;19-mars-18
139180;LOT_2     : 03/2018;19-mars-18
110297;LOT_2     : 03/2018;19-mars-18
137392;LOT_2     : 03/2018;19-mars-18
101477;LOT_2     : 03/2018;19-mars-18
101597;LOT_2     : 03/2018;19-mars-18
102330;LOT_2     : 03/2018;19-mars-18
138465;LOT_2     : 03/2018;19-mars-18
100767;LOT_2     : 03/2018;19-mars-18
100775;LOT_2     : 03/2018;19-mars-18
101394;LOT_2     : 03/2018;19-mars-18
132826;LOT_2     : 03/2018;19-mars-18
107035;LOT_2     : 03/2018;19-mars-18
102423;LOT_2     : 03/2018;19-mars-18
100594;LOT_2     : 03/2018;19-mars-18
101852;LOT_2     : 03/2018;19-mars-18
100452;LOT_2     : 03/2018;19-mars-18
101773;LOT_2     : 03/2018;19-mars-18
102176;LOT_2     : 03/2018;19-mars-18
114065;LOT_2     : 03/2018;19-mars-18
222376;LOT_2     : 03/2018;19-mars-18
101196;LOT_2     : 03/2018;19-mars-18
101433;LOT_2     : 03/2018;19-mars-18
102869;LOT_2     : 03/2018;19-mars-18
110983;LOT_2     : 03/2018;19-mars-18
113309;LOT_2     : 03/2018;19-mars-18
107587;LOT_2     : 03/2018;19-mars-18
107922;LOT_2     : 03/2018;19-mars-18
104843;LOT_2     : 03/2018;19-mars-18
268652;LOT_2     : 03/2018;19-mars-18
268684;LOT_2     : 03/2018;19-mars-18
119066;LOT_2     : 03/2018;19-mars-18
222307;LOT_2     : 03/2018;19-mars-18
116295;LOT_2     : 03/2018;19-mars-18
133255;LOT_2     : 03/2018;19-mars-18
120114;LOT_2     : 03/2018;19-mars-18
120179;LOT_2     : 03/2018;19-mars-18
128564;LOT_2     : 03/2018;19-mars-18
101779;LOT_2     : 03/2018;19-mars-18
138476;LOT_2     : 03/2018;19-mars-18
139169;LOT_2     : 03/2018;19-mars-18
100761;LOT_2     : 03/2018;19-mars-18
101349;LOT_2     : 03/2018;19-mars-18
115544;LOT_2     : 03/2018;19-mars-18
